,projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
69146,8da5bc394ee92c85b20b0ed615cd4953,ee9d93548c04171e07d12e03771e99b4,3f9c2af2fc3b6f8623c55ba47bed7b17,261573000000.0,45.021297,-84.669762,Gaylord,MI,rural,Gaylord Cmty School District,Otsego,f,f,Mr.,Mathematics,Math & Science,Economics,History & Civics,Supplies,high poverty,Grades 6-8,951.41,29.0,f,1/24/13,2/24/13
48806,646ae6a2f5b3594c025d66d135277462,8e48176b5aa6b2b735e9dc84aed47e23,67d680e76e303247738b60f86fbe3f34,62271002892.0,34.232918,-118.429207,Arleta,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Mrs.,Literacy,Literacy & Language,Social Sciences,History & Civics,Supplies,highest poverty,Grades PreK-2,464.22,24.0,t,10/23/12,11/2/12
101172,cef869fd6a44f837ba12472b47708521,0e4ac697962e867c5127f557f6be793a,0571bb77d5ced21e9158ed74659fe9fd,90237000437.0,41.628855,-72.457893,Marlborough,CT,rural,Marlborough School District,Hartford,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,low poverty,Grades PreK-2,595.68,20.0,f,5/17/12,6/2/12
46273,5f53e2ce501ba2491cd423b3f517b8d2,66a864fd7f1085846f13ded6606ab36b,0ca3605a46fdb13c739da91ad35b491a,370192000000.0,35.935879,-80.02597,High Point,NC,urban,Guilford Co School District,Guilford,f,f,Mrs.,Literature & Writing,Literacy & Language,Early Development,Applied Learning,Books,highest poverty,Grades PreK-2,417.21,20.0,f,11/22/12,12/10/12
3545,077b5ff5ecd6f1207c974e7337a7cdd8,f304fbf932610ebf5d475fe84243fac1,a3a6563b3ef25017a39a9455908d6c71,62073007505.0,35.304858,-119.08254199999999,Bakersfield,CA,urban,Lakeside Union Sch District,Kern,f,f,Mrs.,Literacy,Literacy & Language,,,Technology,high poverty,Grades 3-5,972.52,35.0,t,11/6/12,12/12/12
14435,1defb23406da5efac9763c6207e77b7b,57cd4fd81fb93bb00a076f8acf0b78d8,ec2912ac0d7df07d4160d75019d809c6,530396000000.0,47.421528,-122.208611,Kent,WA,urban,Kent School Dist 415,King,f,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,high poverty,Grades PreK-2,332.62,25.0,f,8/4/12,9/23/12
52745,6c8abe5962f83abadfd1f3380cff8b10,53083f49c8b68a1ebbe6891dcd2c245d,a8cba757bf4c8832d0cda90fc33defa7,120039000000.0,25.497142,-80.42448399999999,Homestead,FL,suburban,Miami-dade Co Public Sch Dist,Miami-Dade,f,f,Ms.,ESL,Literacy & Language,Literacy,Literacy & Language,Technology,highest poverty,Grades 6-8,956.91,13.0,f,11/12/13,3/5/14
55607,728abe10085469830f0be0450ab4217f,32e2558ff25ca53ca7cec61b325db99c,e10c794b330459bff6ceb03e555def8a,80192001643.0,38.951378000000005,-104.761597,Colorado Spgs,CO,urban,Academy School District 20,El Paso,f,f,Mr.,Gym & Fitness,Health & Sports,Extracurricular,Applied Learning,Supplies,moderate poverty,Grades PreK-2,187.99,25.0,f,1/2/12,3/25/12
79515,a2ad6577b0e01b4bf2572b5991ab31f7,c3672daf86e0b963efe52f368ea43dd7,775f0d90b9919b1123deb5bf1de24fb4,421899000000.0,40.031483,-75.230675,Philadelphia,PA,urban,Philadelphia City School Dist,Philadelphia,f,f,Mrs.,Mathematics,Math & Science,Applied Sciences,Math & Science,Technology,highest poverty,Grades 6-8,749.31,62.0,f,3/30/13,5/4/13
104552,d604785cd910d72ef78bb058b4be58a4,6c36e15603a4b203eea889bf8f573483,75cbf0e1ee6b8b1a405549a7a2d60ae9,320006000000.0,35.932156,-115.089056,Henderson,NV,rural,Clark Co School District,Clark,f,f,Mrs.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades 3-5,692.62,60.0,f,6/18/13,7/23/13
113000,e70ce5b06615c6761950d9a8e110a13e,14da850d62c03f01f454e0c695e82b52,7ed94c6f7b45cf1d592d701fdb2a4a01,90045000070.0,41.170125,-73.208586,Bridgeport,CT,urban,Bridgeport City Sch District,Fairfield,f,f,Mrs.,Literacy,Literacy & Language,Performing Arts,Music & The Arts,Books,highest poverty,Grades PreK-2,510.44,50.0,t,9/25/13,11/2/13
72496,949bd0fa4cb5d96580451ee0038d7571,1fdb65ffdc1025dbf737bac1a0032515,5026b53bfc1b2d5da0c4462f43d42bd1,61605002005.0,35.310263,-119.014908,Bakersfield,CA,urban,Greenfield Union Sch Dist,Kern,f,f,Mr.,Music,Music & The Arts,,,Supplies,highest poverty,Grades 6-8,704.11,60.0,f,2/20/12,3/4/12
110927,e2bcde6a0be6353380e69e60ccffea64,1c6f37c5e383d92574ab7a9e87df5b59,b8943dbbb2a4328c5abf50d2ea4021c0,370126000000.0,36.02543,-78.90802,Durham,NC,urban,Durham Public School District,Durham,f,f,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,high poverty,Grades 6-8,341.72,65.0,f,1/2/13,1/16/13
674,017e84afa18621aaf29dfa4049e4ab39,da4e242ac2d47924c600524703c663bf,0c8782d0417738fb843c63468e930f44,60837000830.0,39.750873999999996,-121.81258400000002,Chico,CA,urban,Chico Unified School District,Butte,f,t,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,moderate poverty,Grades PreK-2,555.64,40.0,t,1/6/13,4/22/13
4008,087782587b6761e39340db592e579f43,4f2b0aa4aa9d33cba5d7c520e9a05ffd,949ed8d4a53d7a90e3b7d678f399194d,403024000000.0,36.164901,-95.953746,Tulsa,OK,urban,Tulsa Independent Sch Dist,Tulsa,f,f,Mrs.,Health & Life Science,Math & Science,Environmental Science,Math & Science,Technology,highest poverty,Grades 6-8,998.13,45.0,t,1/14/13,3/21/13
75370,9a59e00895acc88a3f2659729b73a5d4,a508bd60f7bf88c6cecac893218094cb,c245712d7b3036c2b1c9d6d58b6785ec,360813000000.0,40.820679,-73.306107,Dix Hills,NY,suburban,Commack Union Free School Dist,Suffolk,f,f,Mrs.,Applied Sciences,Math & Science,Environmental Science,Math & Science,Supplies,low poverty,Grades 6-8,254.19,67.0,f,5/10/12,7/5/12
87644,b35acc7a0afd45cdd6998b76dd6d7931,15dd6d1c5cc1ee6d1e70d765748f7a84,e483a674dec3b061308270528febe75c,62271002993.0,34.031132,-118.206207,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Mrs.,Gym & Fitness,Health & Sports,Sports,Health & Sports,Supplies,highest poverty,Grades 3-5,595.32,24.0,t,1/27/12,3/21/12
106240,d96c8840a83821bc77d92e1ab491656a,dbc79b26d9fd8a4ab57d36615b099259,ccf5df6468602e2708143a0382518a2b,490036000000.0,40.679528000000005,-111.851198,Taylorsville,UT,,Granite School District,Salt Lake,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Supplies,high poverty,Grades PreK-2,231.13,28.0,f,5/10/12,5/16/12
91706,bbb61392dcd5128d1c5b032a850c847a,a8138494653b987b3c0cf6339b585204,371fa1d0d1b5c4b70a386fee2613b3ae,,34.736159,-76.634396,Beaufort,NC,,North Carolina Dept of Ed,Carteret,t,f,Mrs.,Health & Wellness,Health & Sports,,,Supplies,high poverty,Grades PreK-2,201.18,17.0,f,9/7/13,11/17/13
25030,339fd138e702eb14bcea5dc0eefbbca9,e0d36ea1c688fdfe3dbfbba386eece2a,7bcf9ba8189061ddae2045195cc9d799,63271008496.0,35.422115000000005,-119.25435800000001,Bakersfield,CA,rural,Rio Bravo-Greely Union Sd,Kern,f,f,Mrs.,Literacy,Literacy & Language,,,Technology,high poverty,Grades 3-5,1015.71,120.0,f,9/23/13,1/12/14
80806,a54d26a89133dd84e182d668a102c11d,29a7b85aff312bb0f9cbde59ae0e8449,a56de1daa37643e0a1ce66ae51b492a1,360009000000.0,40.851765,-73.898964,Bronx,NY,urban,New York City Dept Of Ed,Bronx,f,f,Ms.,Applied Sciences,Math & Science,,,Supplies,highest poverty,Grades 3-5,359.92,130.0,f,7/15/13,8/26/13
112325,e5b41f2f8169f28a626da56713623c5e,c3d65da42f90d37d0d31ddf69b4bcecc,e43078c4f2e1e34cd69c054e9d04d61a,390468000000.0,40.145261,-83.077595,Powell,OH,rural,Olentangy Local School Dist,Delaware,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Books,low poverty,Grades PreK-2,239.21,48.0,f,5/18/13,7/4/13
111894,e4be270f29f6dde9ee86af2c71641d71,61002fe1fcc1f8644206ebd109464011,43458bdd66cb0deb62b154401f34e6a0,90279001483.0,41.295107,-72.939717,New Haven,CT,urban,New Haven City School District,New Haven,f,f,Mrs.,Literacy,Literacy & Language,Social Sciences,History & Civics,Books,highest poverty,Grades 3-5,862.8,27.0,f,6/23/13,10/7/13
121812,f9a0edd02ed15acf6fc0550fd980e60e,601aa5f62bee9b65cc14c9ad10fcd6af,3f1e87c6d1122018ce6467b8e4dbeb95,192496000000.0,43.05199,-92.9126,Rockford,IA,rural,Rudd-rockford-marble Rock Cmsd,Floyd,f,f,Ms.,Character Education,Applied Learning,,,Technology,moderate poverty,Grades 3-5,261.79,30.0,f,2/12/12,3/19/12
43570,59c3fd945eaa64d52e6bcc74e4e7f0d8,9241a7d2759a04951baf0e9986807eb5,7630c904734ac71f0cbaf9292be0c39b,172862000000.0,40.443758,-88.988126,Bloomington,IL,urban,Mclean Co Unit District 5,Mclean,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,moderate poverty,Grades PreK-2,986.91,200.0,f,12/27/13,1/3/14
120556,f6f89165b3a48fffca552dab0c5a4ee6,08ec18553320675286fc05404035e637,057d8499600aa75a029d998faf18eea6,402025000000.0,35.327049,-97.555534,Oklahoma City,OK,urban,Moore School District I-2,Cleveland,f,f,Ms.,Mathematics,Math & Science,Literacy,Literacy & Language,Supplies,moderate poverty,Grades 3-5,1413.13,67.0,f,7/17/13,8/7/13
33252,44a071b6cce5eb00ff368fe7d8ebeea0,63858b9ff5ec7275fdc2747a107ec194,9b5a8ceacfa0480942307f7fd64a3eae,370225000000.0,34.993648,-79.086809,Raeford,NC,,Hoke Co School District,Hoke,f,f,Ms.,Literacy,Literacy & Language,,,Books,moderate poverty,Grades 3-5,246.18,60.0,f,1/14/13,1/28/13
82985,a9c748c8d1b5730061d8ccec7fce9da7,01615434fd74588965a1706f61fa5012,0d3375ccd68bda679f2a581e1c3aa0f1,63213004964.0,37.478896999999996,-122.206078,Redwood City,CA,urban,Redwood City School District,San Mateo,f,t,Mrs.,Health & Life Science,Math & Science,Environmental Science,Math & Science,Other,highest poverty,Grades 3-5,399.4,24.0,f,9/8/12,9/13/12
7673,0ff5dec32bf793243a8b0b2c023a81f0,ec5b110df87bd511b508961676d08b6c,72e2b0cb2eecfdc37e67e0eaf10da07b,120198000000.0,30.507978,-86.132003,Freeport,FL,rural,Walton Co School District,Walton,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,952.14,17.0,f,12/31/13,2/10/14
88095,b43d274320037d61ed707f233e0b66d2,423e60730e79ae891b994c55190a22c1,05138d2265341a29041b771bde460401,62271003208.0,34.225513,-118.54735600000001,Northridge,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Music,Music & The Arts,History & Geography,History & Civics,Technology,highest poverty,Grades PreK-2,573.12,20.0,t,2/13/12,3/7/12
108017,dcfbce32dffcb2cc3150e6585df351a2,87d11a5b28d83682ef8b36244e93829c,b944c0a76fee5b416dd7185926cfce05,320006000000.0,36.108067,-115.228333,Las Vegas,NV,suburban,Clark Co School District,Clark,f,f,Ms.,Literature & Writing,Literacy & Language,,,Other,highest poverty,Grades PreK-2,484.28,38.0,f,11/13/13,1/25/14
4652,09c294249841ea41db44b4467f900da2,a4bcf4790dbe77fd11372819b0564903,01e78a06ed785734690872b9c793e7af,320006000000.0,36.134621,-115.60659799999999,Las Vegas,NV,suburban,Clark Co School District,Clark,f,f,Mr.,Visual Arts,Music & The Arts,Character Education,Applied Learning,Technology,high poverty,Grades 6-8,2572.16,100.0,f,11/2/12,2/23/13
115586,ecb17f718e5659b1eb801e51853dc17a,fce10ff73d36d40b905d07a5dd15c73c,d1c5c11a284c3a4cbf8f018fb9b364da,,40.409290000000006,-79.81552099999999,Turtle Creek,PA,suburban,Woodland Hills School District,Allegheny,t,f,Mrs.,Community Service,Applied Learning,Other,Applied Learning,Trips,highest poverty,Grades 6-8,2339.94,200.0,f,9/10/12,9/29/12
107396,dbc2f4bcc9911e917365adfb66b34832,e048ccac7ee58a0325c2712497ae1edc,aee8d87f34225e9bb086f070ea3acf80,262115000000.0,42.731998,-84.570335,Lansing,MI,urban,Lansing School District,Ingham,f,t,Mrs.,Literacy,Literacy & Language,Special Needs,Special Needs,Books,highest poverty,Grades PreK-2,715.34,7.0,f,10/14/12,12/5/12
39707,51b6edec0bd047c1765744163d16baa7,279d63fca59bee3073dbca0274ff6208,15c8db4ed8528733f9a1901d701eddd9,180477000000.0,39.862367,-86.121739,Indianapolis,IN,urban,Indianapolis Public Sch Dist,Marion,f,f,Mr.,Health & Wellness,Health & Sports,,,Supplies,highest poverty,Grades 3-5,1077.04,350.0,t,12/15/13,2/5/14
63703,82b33e4244da60feb54dfa2c2012ea16,21aba60cc10202f5959a5f609972ce37,055c9cd0c80fa88e9c82f295b2705cf4,401884000000.0,36.120844,-96.351535,Mannford,OK,rural,Mannford School District 3,Creek,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,high poverty,Grades 6-8,924.52,300.0,f,10/17/13,11/26/13
97916,c8783503829f348917bc8011a467ff53,dfa9e8f9fcc67240ead6bfa17e8954d5,6b786b18ff251d379725d821a9ec7827,130387000000.0,32.556587,-84.974879,Columbus,GA,urban,Muscogee Co School District,Muscogee,f,f,Mrs.,Mathematics,Math & Science,,,Supplies,moderate poverty,Grades PreK-2,211.51,20.0,f,8/13/13,10/8/13
105850,d897eb113bc000401f76abe2977de356,87b6ea94437f2215edb3e0d39a9c7626,fbeab6c7b79cd62ab91d206877975ab7,60261000164.0,33.813883000000004,-117.908428,Anaheim,CA,urban,Anaheim City School District,Orange,f,f,Mrs.,Mathematics,Math & Science,College & Career Prep,Applied Learning,Technology,highest poverty,Grades 3-5,1985.22,33.0,f,9/20/13,11/1/13
38586,4f7fcb1c20628d2546beb72e4fe2b2b4,0d9aa97176fd96a56c528b5356cd780d,fb0ecaf25c2aafad152d9121952a0c04,130029000000.0,33.965225,-83.591713,Statham,GA,rural,Barrow Co School District,Barrow,f,f,Mrs.,Literacy,Literacy & Language,,,Technology,highest poverty,Grades 3-5,1060.35,24.0,t,11/22/12,3/3/13
27070,37f15d63d75781afec3ca51bd7add709,9073de070d7ee31237ca6be87b6e7aed,ad2580b2ec70918a040681b951ffaf27,170993000000.0,41.958368,-87.715689,Chicago,IL,urban,O'hare Elementary Network,Cook,f,f,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades PreK-2,493.24,23.0,f,3/30/13,7/25/13
124563,ff34988d40ec6407a4277f2be72fc1e7,973fd98820609dc7e019d1fc8781e8f1,82e7232e20739f1fdde84427e9b351bc,130102000000.0,32.040197,-81.009564,Savannah,GA,suburban,Savannah-chatham Co Sch Dist,Chatham,f,t,Mrs.,Visual Arts,Music & The Arts,Early Development,Applied Learning,Supplies,moderate poverty,Grades PreK-2,452.54,24.0,f,5/7/12,5/30/12
3715,07e1983561d66c4b8a11455ccd55a62b,79f0572499a072a87809a9bbbe2d388f,d41cd2822ccd1e54ddb9179858abfa3e,510264000000.0,36.996342,-76.421745,Newport News,VA,urban,Newport News Public Schools,Newport News City,f,t,Mrs.,Special Needs,Special Needs,Health & Wellness,Health & Sports,Supplies,highest poverty,Grades PreK-2,439.69,20.0,t,8/7/12,9/3/12
56852,7516ad48dd298689468f6d6aa53e1fdc,13c272989bad5644fe2543c5a64e5b8f,02b79569fca69fda05e892fb73b60cf8,490087000000.0,40.772903,-111.900566,Salt Lake Cty,UT,urban,Salt Lake City School District,Salt Lake,f,f,Mrs.,Applied Sciences,Math & Science,,,Technology,high poverty,Grades 9-12,999.82,300.0,t,12/2/12,3/24/13
69250,8dd79a8a30fe8e61e104b133f4ba128f,26fdbba3d9ff0c12503b7b4cde18b737,3820b310de2025b7c7de6e8e62796fa5,403060000000.0,36.073439,-95.86225300000001,Tulsa,OK,urban,Union Pub School District I-9,Tulsa,f,f,Mrs.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,1062.13,25.0,f,9/28/13,12/5/13
58484,7871aa13db63fcd99047231c944e618b,605b6aa9e744102aeb3dffa31a1e60c9,7e030a618e927a1f98b45e142c010f20,292154000000.0,36.991987,-91.757868,Mountain View,MO,rural,Mountain View-birch Tree SD R3,Howell,f,f,Mrs.,Health & Life Science,Math & Science,Applied Sciences,Math & Science,Other,highest poverty,Grades 9-12,400.54,75.0,f,12/16/13,3/11/14
81980,a7a80020915ccc20990420e636457f53,7714c9284c21373a266b9345c46450d8,bd6e979736b5f30dba83083f1d659356,62271002811.0,33.895664000000004,-118.293175,Gardena,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Mrs.,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,194.44,25.0,f,3/9/12,3/18/12
28138,3a38cbe8bff3efa12723e2acc886a66a,3c364b03d4d3d73429ae207192f451f6,ca770b79201ee5f6bc09264c4e1081ba,410600000000.0,45.492965999999996,-122.42058600000001,Gresham,OR,suburban,Gresham-barlow Joint SD 10,Multnomah,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,564.71,35.0,t,8/9/13,9/27/13
113980,e949faf9223e13623675f7af75981f9e,4553a398100f67efe059132445660186,8b518d97716c3b00776650ef12d03322,360009000000.0,40.678551,-73.966339,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,Ms.,Special Needs,Special Needs,,,Technology,high poverty,Grades 3-5,205.79,30.0,f,12/29/13,1/18/14
40115,52965c3e187eab61ae7fc6d1b97d418d,abae7998add093e23cd32c1ef5cc7577,dd1a24ee42ff7514f2d03ab039138ded,62637003959.0,37.942552,-121.94004699999999,Clayton,CA,suburban,Mt Diablo Unified School Dist,Contra Costa,f,f,Ms.,Health & Life Science,Math & Science,Mathematics,Math & Science,Technology,low poverty,Grades 3-5,927.45,34.0,f,11/28/12,1/12/13
69577,8e899e52ddd3b3c5ce5311d568e272bd,d9294ca0c399dc13f9efdc1a9d147166,0ebb2dd2de890a8b19a1c998abb2da08,62271003436.0,34.089535,-118.326622,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mr.,Literature & Writing,Literacy & Language,History & Geography,History & Civics,Technology,high poverty,Grades 3-5,301.28,32.0,t,1/20/12,3/8/12
49585,65fcf14144b4ce6d58b9c49f6892524f,53d29155745e86025ab746f0c2e11d8f,e80ac578e5de5a2fa58e61b226b59732,,33.934803,-118.26892099999999,Los Angeles,CA,,Los Angeles Unif Sch Dist,Los Angeles,t,f,Ms.,Health & Life Science,Math & Science,,,Technology,highest poverty,Grades 9-12,528.15,160.0,f,1/24/13,2/16/13
20781,2ac7c05b1bcc7b6b543033a403b56cfe,19af46ff732efa53edf876aed611f138,b14a4adda456f44e78a0ab0e1fe1cba4,130228000000.0,33.576252000000004,-84.503387,College Park,GA,suburban,Fulton Co School District,Fulton,f,f,Mr.,Other,Applied Learning,,,Technology,highest poverty,Grades 3-5,891.08,2.0,f,10/19/13,11/18/13
70225,8fe1ba0f865b228f57b0f6b22160d4d9,aae8ae230cd77ca6d7cb1718af5622c7,101d3768b7b65ffa57c2b64d03ffe15f,68450007598.0,33.726742,-117.754379,Irvine,CA,urban,Irvine Unif School District,Orange,f,f,Mr.,Performing Arts,Music & The Arts,,,Technology,low poverty,Grades 3-5,552.35,766.0,f,9/7/13,10/17/13
104731,d65dd79bd0c37fbd202d953d6e555c38,5c0255b6c4888b386409095f64f60971,55996386b5f8bd4f315870e1cf6e1274,130258000000.0,34.562135999999995,-83.525438,Mount Airy,GA,rural,Habersham Co School District,Habersham,f,f,Ms.,Mathematics,Math & Science,,,Supplies,high poverty,Grades 6-8,743.85,97.0,f,3/6/13,4/20/13
92328,bcf965f0e4effc89b7e645b7fe5ea5fd,14ee99c0bd704b1179c7788e633d8b32,12060c2231dd8aecb84e63b1e80d769c,,44.976323,-93.107424,Saint Paul,MN,urban,St Paul Independent SD 625,Ramsey,t,f,Mrs.,Visual Arts,Music & The Arts,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,1004.68,550.0,t,7/13/13,8/2/13
7466,0f89a7c15a050f9ce93f9ac6d1874251,248db9bd48de2dcbaf48922345195278,602ea32fb472c30e52bdb4feb01c16c0,402025000000.0,35.373284000000005,-97.530266,Oklahoma City,OK,urban,Moore School District I-2,Oklahoma,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,533.11,48.0,t,9/10/13,10/9/13
78748,a121542c6a09fb137164fce50bcab3af,31bd8b743ce981e114f09e90fe9a3bec,31459288fa6d6f14b0ce07e4fc7a98b2,120195000000.0,30.181804999999997,-84.391327,Crawfordville,FL,rural,Wakulla Co School District,Wakulla,f,f,Mrs.,Literature & Writing,Literacy & Language,Visual Arts,Music & The Arts,Supplies,high poverty,Grades PreK-2,218.28,18.0,t,6/9/12,7/14/12
28607,3b30d16352d19345f74516be885bd1a3,db1f81b77e5167352b9c8a0aeb436f79,1df850b20952ef0fa2e59267e16289dd,120039000000.0,25.7436,-80.23579699999999,Miami,FL,urban,Miami-dade Co Public Sch Dist,Miami-Dade,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Technology,highest poverty,Grades PreK-2,781.08,40.0,t,10/30/13,11/14/13
97394,c75f65b846eeb3cd0dd8a6be2e9b28d6,b368020ddc7ca0887f0483d3c9509964,a74bfe6eb1570d8d0e9918953d058b03,,36.197468,-86.31935899999999,Lebanon,TN,,Lebanon Special School Dist,Wilson,f,f,Mrs.,Applied Sciences,Math & Science,Mathematics,Math & Science,Supplies,high poverty,Grades 6-8,496.38,600.0,t,11/3/13,1/10/14
74504,989e6360a5fd5caa653ba140a71aca4d,8f36e536f3526d4809d1aac2f8114302,a5803d55421c251220c14b44b14e7aae,120015000000.0,28.178493,-80.672265,Melbourne,FL,urban,Brevard Co School District,Brevard,f,f,Mrs.,Character Education,Applied Learning,Literature & Writing,Literacy & Language,Supplies,moderate poverty,Grades 6-8,246.49,22.0,f,12/29/13,3/26/14
119949,f5a552b9b3efd7861c7d016b822a7055,997447167c72e5d02cc2d41690468e08,12eb407ff806cb7f62c1e97a9d0ac723,470294000000.0,35.216639,-89.894532,Memphis,TN,urban,Memphis City School District,Shelby,f,f,Ms.,Applied Sciences,Math & Science,,,Supplies,highest poverty,Grades 9-12,602.73,25.0,f,5/2/12,6/12/12
76080,9bd176eb080fdc2185de192e7cdf5cd8,3604d1a21d8ed18fdd7771a317b12867,c764abf9b1fe46777d1fae671f662005,450069000000.0,34.16921,-82.408147,Abbeville,SC,rural,Abbeville Co School District,Abbeville,f,f,Mrs.,Social Sciences,History & Civics,,,Technology,highest poverty,Grades 3-5,534.68,128.0,f,2/1/13,2/14/13
95924,c45d1c084ba75dd028eefe681daf15f4,589a58f315d15d1fdf7aaf5e19f458c2,f95cfdefbaf9de4769e052c6e5c541f3,80291001880.0,39.582607,-104.799576,Centennial,CO,rural,Cherry Creek School Dist 5,Arapahoe,f,f,Mr.,Special Needs,Special Needs,,,Technology,moderate poverty,Grades 3-5,1015.38,18.0,f,8/15/13,10/3/13
61587,7e9cadab91f8db6e62890ffa5f98ccc3,b71001514d396977ca4c57b5192d2de1,bb86704957217a551eeffd9ed42b40be,301404000000.0,47.584192,-110.79696899999999,Highwood,MT,rural,Highwood Pub Sch Dist 28,Chouteau,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades 3-5,538.26,23.0,f,10/5/13,10/24/13
45439,5d97db5bf1eb50a7823d34da391445b8,f136625bf76280843e29aefe86a4c864,e0b314148b75dda77ce3b62d07848807,220030000000.0,32.463446999999995,-93.7315,Shreveport,LA,urban,Caddo Parish Public Schools,Caddo,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 6-8,248.53,210.0,f,2/16/13,3/9/13
70666,90cc42266a82bc2ca8538955f31cca8f,fb5332c4628427391e7b116e9653d9e6,9f3f9f2c2da7edda5648ccd10554ed8c,170993000000.0,41.807654,-87.67325699999999,Chicago,IL,urban,Pershing Elem Network,Cook,f,f,Mrs.,ESL,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,786.15,27.0,t,4/6/12,5/13/12
39523,5165244f6b54c6078a3d534ab8fd2641,70c6b3db6ceac0928457433abc29ec03,d308e4196022d2d72dc79c47569d1ace,360008000000.0,40.712638,-73.997433,New York,NY,urban,New York City Dept Of Ed,New York (Manhattan),f,f,Mrs.,Special Needs,Special Needs,Literacy,Literacy & Language,Other,highest poverty,Grades 3-5,506.24,60.0,t,8/22/13,10/17/13
80312,a44ffd7242b3c06fdab13e7895bcb90f,b5b72a5fb6f17be9526e0522a79c50ac,de83893fe74aaa9a6e291488185d47a7,530396000000.0,47.385975,-122.208748,Kent,WA,urban,Kent School Dist 415,King,f,f,Ms.,Visual Arts,Music & The Arts,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,1238.19,25.0,f,4/2/13,6/19/13
37885,4e118c87ed5d18538de5a3b32e828f15,4bbf2c6a70e1c50896653b1b81d7ccc8,b40184bb0c29dc21ceca2dd65ff97a98,60285011984.0,38.011082,-121.821003,Antioch,CA,suburban,Antioch Unified School Dist,Contra Costa,t,f,Mrs.,Health & Life Science,Math & Science,Applied Sciences,Math & Science,Supplies,moderate poverty,Grades PreK-2,854.35,90.0,t,4/2/12,5/19/12
80740,a52c51b8d782545b3a2020cd5e789317,b08a2070f2c81a1feda2231b121a00db,84a7ff37694f45318ca7d61fd59554b3,482364000000.0,29.758715000000002,-95.631598,Houston,TX,urban,Houston Ind School District,Harris,f,f,Mrs.,Special Needs,Special Needs,Literacy,Literacy & Language,Technology,moderate poverty,Grades 3-5,686.0,6.0,f,10/31/13,12/20/13
72246,941fdead132c78d345edd3ac730e11ea,a6b8c51ccf1b15e7d9ce7f4930de8739,483fd8e4eccaf4f46eac430f863c3315,63186008946.0,37.462179,-122.13448400000001,E Palo Alto,CA,suburban,Ravenswood City Elem Sch Dist,San Mateo,f,f,Ms.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,632.33,100.0,f,5/2/13,6/8/13
54131,6f74176881f4df880710b1ebd347be6d,fbbf97c8ffd52c4d1d41d618c824db29,e540f61e9d98935f163a049abeaaab26,120144000000.0,28.499796000000003,-81.296813,Orlando,FL,suburban,Orange Co Public School Dist,Orange,f,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,183.36,26.0,f,4/16/13,6/7/13
