projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
f999393beee014b168ce8a74e73dc19f,64fd3710b5d439df0c3c8d03d14e27a4,d37daea1824758f61d4c13c1e4aa5927,510009000000,38.07756,-78.502544,Charlottesville,VA,,Albemarle Co School District,Albemarle,f,f,Mrs.,Character Education,Applied Learning,Literacy,Literacy & Language,Books,highest poverty,Grades PreK-2,505.15,475,t,8/17/13,9/19/13
09d9d8e50672868eb8bc14669910e146,8ebce2377b9c437c6604343d9aa4ef07,f334c0c92caad4218b8e4b0973b52372,10306200217,33.778534,-86.467118,Springville,AL,rural,St Clair Co School District,St Clair,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,moderate poverty,Grades 3-5,500.89,19,f,1/25/13,4/15/13
af133e27b483902796b0076a5fca5dae,b1863c1984227159386d74b74c0b3fff,e3ffdc3c6c4872b696166edfe9ef6491,481674000000,33.189787,-97.127418,Denton,TX,urban,Denton Ind School District,Denton,f,f,Mrs.,Literacy,Literacy & Language,,,Books,high poverty,Grades 6-8,166.95,100,t,11/16/13,1/3/14
4c5cadc230ff42ed081d6f90c872a9e6,e5053a42dd1a9dc6a8af22231215f991,8b14b1583d7cec949357d6b49a790203,,35.350575,-118.967403,Bakersfield,CA,,Kern High School District,Kern,f,f,Mr.,Special Needs,Special Needs,Literacy,Literacy & Language,Technology,highest poverty,Grades 9-12,635.19,10,f,3/31/12,6/15/12
9faf12862cc53782e2e9c225571ae242,5416b9ef59872edac94815c3f6c1b83a,27978274618ca9d2affa6861a144604a,360010000000,40.706825,-73.920003,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,t,Mrs.,Literature & Writing,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades 6-8,178.88,90,f,2/11/12,4/6/12
53c53b6fa472c02e88415a3381af2a79,0da35870c6981105414a6393c72029b8,d19fbe204e8c8ea073dc3de2644a47cf,61674002130,37.642916,-122.087219,Hayward,CA,urban,Hayward Unified School Dist,Alameda,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,2324.74,30,f,9/3/13,9/11/13
6f74a46e25516184c6e39fbff45456cb,831c9a7b6c8c1dc3e7d80ef6d8595615,574c320ccaa6c9d6456f4985c163d85b,120039000000,25.734542,-80.263365,Coral Gables,FL,suburban,Miami-dade Co Public Sch Dist,Miami-Dade,f,t,Mrs.,Special Needs,Special Needs,,,Other,highest poverty,Grades 9-12,440.85,12,f,5/23/13,6/10/13
5d545de0609a07dce029e28c196fa3d6,8adb4b75e7bdbdd10a5a3f657327ae92,320726c3056d312ac5ae0851a1cb08f6,62805012040,37.775677,-122.224693,Oakland,CA,urban,Oakland Unified School Dist,Alameda,t,f,Mr.,Visual Arts,Music & The Arts,Extracurricular,Applied Learning,Supplies,highest poverty,Grades 9-12,408.05,72,t,9/17/12,11/8/12
465b903e76ead7f59b020688312b5ad5,db7aadd2ae9ac34b20086c9a1ad9b4fe,b9c78b5de915ba93836d8703ca689e62,62142010827,33.952202,-118.35408,Inglewood,CA,suburban,Lennox School District,Los Angeles,t,f,Mr.,Social Sciences,History & Civics,Literacy,Literacy & Language,Technology,highest poverty,Grades 6-8,954.11,150,t,8/27/12,11/13/12
e3a7a28b9780336bb9f42f7ec4c7cae1,03dbed3b011c48a37913181b60da52fe,710f400ea8fc78085bf17d8709ea9d40,360009000000,40.843781,-73.884201,Bronx,NY,urban,New York City Dept Of Ed,Bronx,f,f,Mrs.,Visual Arts,Music & The Arts,,,Supplies,highest poverty,Grades 9-12,425.53,150,f,4/8/13,5/27/13
a8cf00f7eb1e7622bb43ad7c796234af,e4b111f4085955b435274aa663201140,281170aff8b61e17e81e4a8cbbf9373a,173321000000,40.30697,-88.153891,Rantoul,IL,,Rantoul City School Dist 137,Champaign,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,780.71,21,f,11/12/13,12/22/13
eb65583e00c8329d1dcd5aa8a9ed5140,13d1e51ffcaf4bf6a6b455c05a333b54,f4c7c62daba7e3979a85bd6057781d7f,63311005123,38.417439,-121.529083,Clarksburg,CA,rural,River Delta Unified Sch Dist,Yolo,f,f,Mrs.,Health & Life Science,Math & Science,Applied Sciences,Math & Science,Technology,highest poverty,Grades 9-12,1741.69,112,f,10/6/13,12/12/13
fa7335b33aa6d4d66c1a10e20d139e6c,a0ce4747f32baf3fece8a16e1682aa51,d3e8b918383f7bcb7d3477b0defadca4,150003000000,21.338948,-157.88217,Honolulu,HI,urban,Honolulu School District,Honolulu,f,f,Ms.,Applied Sciences,Math & Science,Mathematics,Math & Science,Technology,highest poverty,Grades 3-5,2879.89,23,f,11/17/13,1/25/14
150badd8ecab636529795a646db36d23,a5b2366450b5d7cfbfd19d17bb0e3403,980a2a870aa209268592148c7381d745,63441005607,37.740672,-122.42547,San Francisco,CA,urban,San Francisco Unified Sch Dist,San Francisco,f,f,Ms.,Special Needs,Special Needs,Early Development,Applied Learning,Supplies,high poverty,Grades PreK-2,1157.66,20,f,2/19/12,3/12/12
01d55c428f7755fd52dd07c8e6ac3e8e,95a5cb5fe681708957a1d6090d49417c,363c54b00ada6b63e6e1c1d0389c9ab2,130102000000,32.034328,-81.124107,Savannah,GA,urban,Savannah-chatham Co Sch Dist,Chatham,f,t,Ms.,Literacy,Literacy & Language,Environmental Science,Math & Science,Books,highest poverty,Grades PreK-2,418.46,60,t,12/22/13,2/8/14
d7470e00df30ce3709828a1ffb861a1c,507dadb0a8830a91b776e28bf03ebaf8,372b8473f4cd9e6eac593632c11dbc4d,,45.674807,-100.808743,Little Eagle,SD,rural,[Bureau of Indian Affairs],Corson,f,f,Mrs.,Mathematics,Math & Science,Health & Life Science,Math & Science,Other,highest poverty,Grades 3-5,543.02,17,f,3/19/13,5/1/13
f0d01a20047ea17f7fdce5239f90bfa0,b073257160ee9531faa5d352e364aba2,d7814ed1dc6577d0dc5c1d0df1a246fb,,32.531322,-94.552742,Hallsville,TX,,Hallsville Ind School District,Harrison,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades PreK-2,443.46,17,f,10/5/13,1/5/14
1d69b64e4776e7125539142ad367536a,0f6cce079e009bd191509a30b23573ca,3f63d5db326befcee9106b0e70f8eae4,180300000000,38.515722,-86.003061,Pekin,IN,rural,East Washington School Dist,Washington,f,f,Mrs.,Environmental Science,Math & Science,Mathematics,Math & Science,Technology,high poverty,Grades 3-5,1025.65,45,f,1/22/12,5/4/12
3cadb87a18866974b99e2e9233eb5991,efc14f8b881aa449e19c39e63329939a,dde8415ac8785eab72e6a48872f0be2d,120108000000,26.654097,-81.828101,Fort Myers,FL,suburban,Lee Co School District,Lee,f,t,Mr.,Early Development,Applied Learning,Health & Wellness,Health & Sports,Supplies,highest poverty,Grades PreK-2,427.13,20,t,6/5/13,7/24/13
c453fbd089ef7a1f3eaf21096c101ab1,d02201adb81df062f15a98e4e21aae86,f97af61a14c1111cbce722ad7293eb28,62271003198,34.288495,-118.433949,San Fernando,CA,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Applied Sciences,Math & Science,Social Sciences,History & Civics,Technology,highest poverty,Grades 3-5,562.96,42,t,1/22/12,2/4/12
7dd5e51fb7cd8f2faff4d241604e7f91,61f1c9843cdf840b714cabef7105b6c7,f0b462b90daa2a5d57115439debe405a,482730000000,33.10944,-96.845388,Frisco,TX,rural,Lewisville Ind School District,Collin,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,low poverty,Grades PreK-2,210.11,22,t,8/24/12,10/3/12
50f2d4f6dad64c023077e17605a14812,e97b3c3bcfb474c9f64e84a8e6613d0a,9767c40c4a3f9559e71897755c149e90,490087000000,40.779984,-111.947021,Salt Lake Cty,UT,urban,Salt Lake City School District,Salt Lake,f,f,Ms.,Literacy,Literacy & Language,Social Sciences,History & Civics,Technology,highest poverty,Grades PreK-2,2321.6,23,f,9/1/13,9/29/13
747ea368e18a962a15cb42c55b0a7e80,def07edf119b64a1de14d94d0eef2b7e,35ca7c019ccdbb2972d10f813c48b2a5,261608000000,42.929199,-85.69297,Wyoming,MI,urban,Godfrey Lee Pub School Dist,Kent,f,f,Mrs.,Literature & Writing,Literacy & Language,Applied Sciences,Math & Science,Books,highest poverty,Grades 3-5,291.15,120,t,10/15/13,10/25/13
b9f0576715c1621ae740f38648b3a41d,239b14ef27c235191f4370c4d24211af,d75562b9d3317290949e003016573883,64299012208,33.909333,-118.378554,Hawthorne,CA,suburban,Wiseburn School District,Los Angeles,t,f,Mr.,Gym & Fitness,Health & Sports,Health & Wellness,Health & Sports,Supplies,high poverty,Grades 9-12,601.49,200,t,7/31/12,10/7/12
cf47267d6a4c5d29d9a0f2f3f9879fc4,5184f8369f9c429d7cd84488b058fbfc,c81d8797307a54bd5ccfd562a733b0cb,100020000000,39.672506,-75.711874,Newark,DE,suburban,Christina School District,New Castle,f,f,Ms.,Special Needs,Special Needs,Literacy,Literacy & Language,Supplies,high poverty,Grades PreK-2,435.25,5,f,2/24/13,3/30/13
254df607e08ade5ba1d60f30045b2e0e,40882ec8690809c13121d5eb3046e58f,9398d44070c2fc93ca5b49014184eaf2,220005000000,29.970659,-90.060435,New Orleans,LA,urban,New Orleans Recovery School District,Orleans,f,f,Mr.,Foreign Languages,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,957.33,20,f,6/19/13,10/11/13
a2e0043a47f087781a14d9a691a758b6,0c4a40df3a77741cc51ea7a15a82db6c,aec87b2e3cb3d04499494259bcc04452,240009000000,39.236768,-76.60733,Baltimore,MD,urban,Baltimore City Public Sch Dist,Baltimore City,f,f,Mrs.,Literature & Writing,Literacy & Language,Civics & Government,History & Civics,Books,highest poverty,Grades 6-8,539.91,40,t,8/21/12,10/1/12
416b03d261854598f64dfe9d8a136948,42a1fb8d5ad1ec0d0f83e1e254c1c362,6ce1784d4344dbf0fa1184ada7b3f746,370297000000,35.168724,-80.771738,Charlotte,NC,urban,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,558.94,23,t,12/18/13,1/8/14
4928b8515c670c768dab2049715e7db7,58f29c03c6532e3ae27939ab7d681083,a3028718b1bae0046a37cacc88d7148f,120144000000,28.541578,-81.458839,Orlando,FL,,Orange Co Public School Dist,Orange,f,f,Mrs.,Other,Applied Learning,,,Supplies,highest poverty,Grades 3-5,296.84,42,t,9/12/12,10/19/12
659b8bd3044bd6617c39a483b4499cfc,acfe36be954a77e96895486cf2075919,8d3aaa8c2aebd66611d6a00d0b7fe93f,420930000000,42.101749,-80.091621,Erie,PA,urban,Erie City School District,Erie,f,f,Mrs.,Music,Music & The Arts,,,Technology,highest poverty,Grades 3-5,276.32,300,t,12/16/13,2/3/14
0f943f0adc565a86cfc667163ccc9876,91633f73ac15f5bbaa2454f68f4968ce,dd188f26e695859c722984b73e64bf3d,62271003391,34.268177,-118.431892,Pacoima,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,842.95,28,f,1/15/12,2/9/12
82cbdb9125520b115690384dc669e876,cfd1e18223636240cf56411708616c48,80e6c0d95d0564a1c235038ef5d64d43,470294000000,35.166258,-90.040321,Memphis,TN,urban,Memphis City School District,Shelby,t,f,Ms.,Environmental Science,Math & Science,,,Supplies,highest poverty,Grades 6-8,551.69,125,f,7/2/12,7/11/12
b502243ba9bf0373eca4696eff615dd9,12887d492ec2f5bad5eea8c15b230709,c0d1b9c235a916d1560665b99f504ffd,320006000000,36.110126,-115.124893,Las Vegas,NV,urban,Clark Co School District,Clark,f,f,Mrs.,Character Education,Applied Learning,Special Needs,Special Needs,Books,highest poverty,Grades PreK-2,179.88,22,f,10/9/13,11/2/13
f51594fcb7b83d752ea65dd317a2da27,7719a4bff550680759736c9c8d838d48,5274e54c262c3b36b365e8013f8e259e,120156000000,27.879113,-82.723754,Largo,FL,suburban,Pinellas Co School District,Pinellas,f,t,Ms.,Mathematics,Math & Science,College & Career Prep,Applied Learning,Other,high poverty,Grades 9-12,437.36,65,f,4/7/12,5/8/12
f637af74cceb4d9118f67bad9e030152,2eb79b455751979751b3b27179241ad0,2e5502f47a72711ff9288ddbd2cf9739,,35.885685,-78.92659,Durham,NC,,North Carolina Dept of Ed,Durham,t,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,moderate poverty,Grades PreK-2,279.51,21,f,10/5/13,11/2/13
145361a4f74566490c528b001b99bb65,2a27d54259591b9b73290468b826b4f9,02b79569fca69fda05e892fb73b60cf8,490087000000,40.772903,-111.900566,Salt Lake Cty,UT,urban,Salt Lake City School District,Salt Lake,f,f,Mr.,College & Career Prep,Applied Learning,Applied Sciences,Math & Science,Other,high poverty,Grades 9-12,1004.04,240,f,9/27/13,11/7/13
f4dca00e9de860b6c7bdb4a4b1cbcef1,8a1c484034a06fe1aa38df1790ba5651,fbc2bb3a89459cebad0247ede691b422,,40.916337,-74.14669,Paterson,NJ,suburban,Paterson Public School Dist,Passaic,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,467.34,10,t,9/8/13,10/4/13
ba6ce3799cc283a54c40e59353387584,7262b7cafbd944721ef29135dd0a90ed,f99b65f7f80462386b8c049148309092,350111000000,35.521301,-108.731907,Gallup,NM,,Gallup Mckinley Co School Dist,McKinley,f,f,Mr.,Applied Sciences,Math & Science,,,Supplies,highest poverty,Grades 6-8,1004.09,55,f,9/12/12,11/5/12
7efde9476d54bb3442985099a795513c,62f794001bcec343c0687d8139518c53,ee84af8f8a7b3e1ae65310c7fcb8d591,220005000000,30.019076,-89.975594,New Orleans,LA,urban,New Orleans Recovery School District,Orleans,f,f,Mrs.,Early Development,Applied Learning,,,Supplies,highest poverty,Grades PreK-2,310.92,26,f,9/30/12,11/7/12
9cc77850881e4528b9a7aa806710c8e3,f7f71cd296c28ceba50d8fc213fa70f7,7e400a5896cdfbc67adf8cc2c1052054,482034000000,32.892151,-96.575386,Rowlett,TX,suburban,Garland Ind School District,Dallas,f,f,Ms.,Music,Music & The Arts,Performing Arts,Music & The Arts,Supplies,high poverty,Grades 3-5,787.59,635,t,11/20/13,11/27/13
04f69d171e8ae48a699733db7ccef79e,5e7b107c78217b57eee4f84d43f535e6,9f9c6dc5e0060dd4ffc8b6bdf22ec6ab,60263000176,33.825262,-117.886115,Anaheim,CA,urban,Anaheim Union High Sch Dist,Orange,f,f,Ms.,Visual Arts,Music & The Arts,Special Needs,Special Needs,Supplies,highest poverty,Grades 9-12,1977.08,85,f,5/25/13,8/1/13
b44057e72418ca0fb9ad53ec4e123703,321f4301f8785a838b7ae41bd39c9476,e5e993917c46c9594a4f2ed50b0a9190,481830000000,31.856293,-106.451172,El Paso,TX,urban,El Paso Ind School District,El Paso,f,f,Mrs.,Literacy,Literacy & Language,Early Development,Applied Learning,Books,highest poverty,Grades 3-5,171.21,100,f,7/2/12,8/19/12
dbc577cc2cd7352516b4ae0f1086e4fd,9b041dd47f4c7afd2040463caab510c3,f8d43bc8ed4555557a56ea8ef157c0aa,62271003158,33.994755,-118.272621,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Health & Life Science,Math & Science,Applied Sciences,Math & Science,Trips,high poverty,Grades PreK-2,2525.04,140,f,9/18/13,10/31/13
740a4433bb93d4a7c6fe3b9df7fabcfd,0c9f820abfbc5e93b91f8102ef3a60e2,122cd99b58c8cdc03ed29416e02f9279,440024000000,41.7724,-71.445793,Cranston,RI,urban,Cranston Public Sch District,Providence,f,f,Ms.,Literacy,Literacy & Language,Applied Sciences,Math & Science,Books,high poverty,Grades 3-5,229.39,27,f,10/21/13,10/26/13
7e414df8e8a372eb5188b8dbf555fc45,5e405fbbb141be46b4ae232e1f4b6ed7,8c40c82af1303e3570e97a6c77de2510,320006000000,36.15007,-115.088776,Las Vegas,NV,urban,Clark Co School District,Clark,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Other,highest poverty,Grades PreK-2,321.28,30,t,9/19/13,9/26/13
776f59380efbb9bdfe7385a17a5b56e1,5e6c59fbedf2d1b413223aed30d43222,adbead4ea28e0e13dc72aabbc47015fc,62271002807,34.101906,-118.251938,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Mrs.,Music,Music & The Arts,ESL,Literacy & Language,Technology,highest poverty,Grades PreK-2,575.99,27,f,1/17/12,1/31/12
f8a2b9a38dba44cbe67a75a9d9e6883c,267a946138bf8e0fd263951022aad06e,f7c2b17c839b8e473a8084cc7e39fe77,360014000000,40.819389,-73.957037,New York,NY,urban,Charter School District,New York (Manhattan),t,f,Ms.,Health & Life Science,Math & Science,Environmental Science,Math & Science,Supplies,highest poverty,Grades 9-12,544.36,150,f,2/12/12,3/14/12
7531a8ffd648e67c0712eaaf706ae74f,d02b2d4eaf465d8b1fb596b0d0e717eb,dcd00450be79dad704de91b354552332,120150000000,26.480263,-80.11377,Delray Beach,FL,urban,Palm Beach Co School District,Palm Beach,f,f,Ms.,Literature & Writing,Literacy & Language,,,Supplies,high poverty,Grades 3-5,536.02,80,f,7/13/13,9/24/13
93ad7c82cc341ca032ce19bf095e685e,e399959e3c33617ed713f26067f8b10c,c25f0209356b6c33086a3c6512772b62,510267000000,36.85241,-76.265492,Norfolk,VA,urban,Norfolk School District,Norfolk City,f,f,Mr.,Social Sciences,History & Civics,History & Geography,History & Civics,Technology,highest poverty,Grades 9-12,1084.56,150,f,7/29/13,9/7/13
9962bc5dcbaaeb8c357837321a353e12,5c2df2628221ad2003f03c6dde3faba7,50f7b9ada2e374e999bae1dc5e32d697,130102000000,32.128339,-81.300561,Bloomingdale,GA,,Savannah-chatham Co Sch Dist,Chatham,f,t,Mrs.,Literature & Writing,Literacy & Language,Special Needs,Special Needs,Supplies,high poverty,Grades PreK-2,327.93,12,t,10/22/12,10/31/12
7c8531b9c63185e550b3a47573a0ae6b,71cdbb8a2b86f89d56b5a2f423c0b973,307aef8784870c119ccad99ecd89b94c,62361009575,37.786342,-121.239734,Manteca,CA,suburban,Manteca Unified School Dist,San Joaquin,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Other,high poverty,Grades PreK-2,927.85,14,f,8/31/12,10/24/12
a7a80020915ccc20990420e636457f53,7714c9284c21373a266b9345c46450d8,bd6e979736b5f30dba83083f1d659356,62271002811,33.895664,-118.293175,Gardena,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Mrs.,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,194.44,25,f,3/9/12,3/18/12
0f3439da41ff257c7277236d62b93816,6294e4d3ccef07cac00f263deec2c87e,b712e26c99a6a5c43a54146b4c530980,,42.347927,-71.107018,Boston,MA,urban,Boston Public School District,Suffolk,f,f,Ms.,Special Needs,Special Needs,Literacy,Literacy & Language,Technology,highest poverty,Grades 6-8,467.31,7,f,9/18/13,10/12/13
d1b42376504225f6d93a8f5bfa6d66d2,8d0ffae86b8554f699bf0f95c19a7613,54d9bfc34e577dad21dc58af313209e4,482703000000,30.547514,-97.868701,Leander,TX,suburban,Leander Ind School District,Williamson,f,f,Mrs.,Visual Arts,Music & The Arts,,,Supplies,high poverty,Grades 3-5,157.65,760,f,5/13/13,7/2/13
a54b610c94ed1daadc8a13ea220ca2dd,8185738262a01b7109dca375cf5002f7,098aa755265119867843fb5b93fb72dd,291830000000,38.915083,-94.37617,Lees Summit,MO,suburban,Lee's Summit School Dist R7,Jackson,f,f,Mrs.,Literacy,Literacy & Language,,,Other,high poverty,Grades 3-5,463.72,22,f,7/28/12,10/1/12
408c58c502c6f6a98340f15cd9b0f429,cce6ea94d608fbdc072dae7e31f7b28a,aad0a2c7c3d5256770c2992bcbd7f2b9,482364000000,29.76208,-95.272819,Houston,TX,urban,Houston Ind School District,Harris,f,t,Mrs.,Environmental Science,Math & Science,Mathematics,Math & Science,Technology,high poverty,Grades 6-8,992.73,97,t,9/3/13,10/16/13
63e078211103530063d57e95005654a9,3a2e209150cc5b581b7186060f845d17,28e4795df7c21481d20b472437b81781,490087000000,40.778528,-111.896588,Salt Lake Cty,UT,urban,Salt Lake City School District,Salt Lake,f,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,1047.96,25,f,9/8/13,9/23/13
bc256e34c27e23bad29adb61bd5d7bc7,2d8f644db5e072eb49f69260f2b9c007,7ed94c6f7b45cf1d592d701fdb2a4a01,90045000070,41.170125,-73.208586,Bridgeport,CT,urban,Bridgeport City Sch District,Fairfield,f,f,Mr.,Literature & Writing,Literacy & Language,Special Needs,Special Needs,Supplies,highest poverty,Grades PreK-2,267.2,10,f,7/4/13,7/9/13
386b8a120146ef474a748fa99975acea,c936e35265de3158ad472df8f901efc6,7bd82b97282d8c2ebefd2f050f9a149a,62637002932,37.954121,-122.045731,Concord,CA,suburban,Mt Diablo Unified School Dist,Contra Costa,f,f,Ms.,Mathematics,Math & Science,,,Supplies,highest poverty,Grades 3-5,553.61,25,t,2/8/12,3/17/12
862786f0dee7c9fa9f23c472bfdb4aa8,02e4bc086dac457f9a58a7dd744da1e0,faebf871e8955f69320f60bb09dfa435,,35.597334,-80.79219,Mooresville,NC,,North Carolina Dept of Ed,Iredell,t,f,Mrs.,Special Needs,Special Needs,,,Supplies,low poverty,Grades 3-5,811.27,30,f,2/11/12,5/5/12
c90e634e710852f0460c280f2b77863c,238e36a08f4124679ff542235a07bbae,0107f14fc1e97f31fad3dfadbeab8836,320006000000,36.112347,-115.247925,Las Vegas,NV,suburban,Clark Co School District,Clark,f,f,Mrs.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades PreK-2,342.75,20,t,10/9/12,11/20/12
12c9b8cded17e81d4d8ba02980a736aa,902ab63fffa10c7bb16c6ee7bb4e5275,be4ff642b856d9fce7b4a9fd9a7c4a9a,130129000000,33.879487,-84.551334,Smyrna,GA,suburban,Cobb Co School District,Cobb,f,f,Mr.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,814.58,20,f,12/10/13,3/19/14
9de448999ec9adbc0e5ef82d1972b9ec,13ff031513be52c47ba5c1d449e6cce4,483fd8e4eccaf4f46eac430f863c3315,63186008946,37.462179,-122.134484,E Palo Alto,CA,suburban,Ravenswood City Elem Sch Dist,San Mateo,f,f,Mr.,Mathematics,Math & Science,Literacy,Literacy & Language,Supplies,highest poverty,Grades 3-5,263.01,35,f,2/8/13,2/21/13
c74cd92a73a36910104b1ae199be8d2f,ec7055dfd80a7b1ee01d2ef495773839,2e409fb06906502b104696226dd89af7,170993000000,41.781285,-87.675389,Chicago,IL,urban,Englewood-gresham Elem Network,Cook,f,t,Mrs.,Early Development,Applied Learning,Other,Applied Learning,Technology,highest poverty,Grades PreK-2,347.93,25,f,7/22/12,8/12/12
38392c16d6a34945b5efe0e18ba46094,be843ad809424cc4aadec3b701056018,511163ce61e845c6bf073d13fc6ebe69,61440001668,37.528262,-121.963011,Fremont,CA,urban,Fremont Unif School District,Alameda,f,f,Mrs.,Literacy,Literacy & Language,Health & Life Science,Math & Science,Technology,moderate poverty,Grades 3-5,187.56,30,f,8/25/13,10/10/13
09b2e4c2626f20c471db4100caf3e7dc,c4e6f7d43fa2d88c7f8994e5e23d7df0,74bd4f153e177736bceab1a97648fd53,301470000000,45.95957,-108.165111,Worden,MT,rural,Huntley Project School Dist 24,Yellowstone,f,f,Mr.,Special Needs,Special Needs,,,Technology,moderate poverty,Grades 6-8,532.93,4,f,3/14/12,7/3/12
1469450f0d63dd12f9b6b65824ce9fde,c50a6466a9f1f76aec9049843bcfd992,41467309b16d1dd526985bbe5820882d,63462005795,38.590694,-121.368103,Sacramento,CA,urban,San Juan Unified School Dist,Sacramento,f,f,Mr.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,moderate poverty,Grades 3-5,957.09,34,f,8/11/13,10/24/13
e8351b2e07c3f232e5b5b1eb4a02793e,f3edfbdcaea5bcc9f1f6e8d21b9399fb,9ff9a3342b05a8a54b492aa642c56da0,170993000000,41.874419,-87.660419,Chicago,IL,urban,Fulton Elementary Network,Cook,f,t,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,moderate poverty,Grades PreK-2,388.92,31,f,10/29/13,12/12/13
b05736447034e7822793750e6e0e7b66,42f25c57824aad2afca977f53181dc88,1e8ccf1cb4e7e675dee282b1ce97b463,170993000000,41.958648,-87.782029,Chicago,IL,urban,O'hare Elementary Network,Cook,f,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,426.96,25,t,11/16/12,12/9/12
43c31ddb5b00a3a03230a61ea3ce83c7,d1c53e1254eadf97fc6126848eafa272,7f704615136a3cd6b9cf48b70436c413,120198000000,30.544812,-86.117725,Freeport,FL,rural,Walton Co School District,Walton,f,f,Ms.,Literature & Writing,Literacy & Language,Character Education,Applied Learning,Books,highest poverty,Grades 9-12,765.44,80,f,7/3/13,10/24/13
5b12841eeb37f6a2fcbb7a003db3be0f,8343b6ad50cd78909df7a38a97d2f402,144b74dfa2edf8dbfd7482dd9118456e,362205000000,43.461296,-76.495857,Oswego,NY,,Oswego City School District,Oswego,f,f,Mrs.,Literacy,Literacy & Language,,,Books,high poverty,Grades PreK-2,476.73,18,f,2/12/12,5/3/12
f2f75c83f123770a381fd048652390f0,3ea29ffd9c9f504067414b2bbe106247,d8138854874d0ac40e6409e14388175a,350111000000,35.526194,-108.676473,Gallup,NM,,Gallup Mckinley Co School Dist,McKinley,f,f,Mrs.,Nutrition,Health & Sports,Health & Wellness,Health & Sports,Supplies,highest poverty,Grades PreK-2,169.54,23,f,2/12/12,4/8/12
5eed3fb8be0f18ec4a7b83539fcd0381,a7a5034d9e4af8b92f6905e35f82561e,340c8db36057a9d5b63037bb812f80a9,362684000000,40.945854,-72.840706,Wading River,NY,suburban,Shoreham-Wading River Ctl Sd,Suffolk,f,f,Mrs.,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,low poverty,Grades PreK-2,407.61,18,f,8/21/12,12/1/12
499b3f3ef535eca117a5497f50f7e790,503bd77d2a762b8f693063c89f3709f7,9539d68f4f27e05268fb4cbdd484631b,171953000000,41.558902,-87.643393,Homewood,IL,suburban,Homewood School Dist 153,Cook,f,f,Ms.,Literacy,Literacy & Language,,,Other,moderate poverty,Grades 3-5,971.62,25,f,8/10/13,11/26/13
3246fa3a6778d3cc8d84b51d598c08aa,74ec011483aaf04967f2e6b8444e84ca,6191b46839c7f7aed16f65e6b48f3558,490003000000,40.37255,-111.796956,American Fork,UT,suburban,Alpine School District,Utah,f,f,Mrs.,Literacy,Literacy & Language,Special Needs,Special Needs,Books,high poverty,Grades PreK-2,163.98,18,t,2/7/12,2/26/12
db098a037de0f436b2dda5abef3c4ddb,8b7153c38542a2d374273673abacedc3,d486eb5468cbea52dcabd379727dcb15,50005101150,34.972361,-90.901805,Palestine,AR,rural,Palestine Wheatley Sch Dist,St Francis,f,f,Ms.,Literature & Writing,Literacy & Language,,,Other,highest poverty,Grades 6-8,799.39,120,f,9/24/13,11/18/13
